"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Italy","ITA","Population, total","SP.POP.TOTL","50199700","50536350","50879450","51252000","51675350","52112350","52519000","52900500","53235750","53537950","53821850","54073490","54381345","54751406","55110868","55441001","55718260","55955411","56155143","56317749","56433883","56501675","56543548","56564074","56576718","56593071","56596155","56601931","56629288","56671781","56719240","56758521","56797087","56831821","56843400","56844303","56860281","56890372","56906744","56916317","56942108","56974100","57059007","57313203","57685327","57969484","58143979","58438310","58826731","59095365","59277417","59379449","59539717","60233948","60789140","60730582","60627498","60536709","60421760","59729081","59438851","59133173","58940425","58761146",
"Jamaica","JAM","Population, total","SP.POP.TOTL","1642331","1663754","1683761","1703868","1725181","1746977","1768803","1790580","1812209","1834615","1859091","1886143","1915299","1945320","1974880","2003094","2029486","2054927","2080485","2106937","2135546","2166657","2199606","2232782","2264095","2292030","2315871","2336245","2354805","2373365","2392030","2411867","2434574","2459062","2484182","2509372","2532894","2554954","2576567","2596271","2612205","2625405","2638244","2651027","2664024","2676863","2689660","2701221","2711373","2722401","2733896","2746169","2759817","2773129","2784543","2794445","2802695","2808376","2811835","2813773","2820436","2827695","2827377","2825544",
"Jordan","JOR","Population, total","SP.POP.TOTL","847936","891848","934615","978607","1029447","1093474","1172770","1265680","1366644","1466428","1557374","1636320","1704787","1767414","1827584","1886636","1945141","2005418","2069104","2138078","2216903","2306655","2406349","2514785","2629939","2751492","2879799","3014694","3157177","3310954","3480587","3666379","3866887","4075759","4278166","4458195","4608676","4733665","4844403","4950775","5056174","5163310","5275532","5396117","5532423","5678534","6075548","6473457","6632873","6780493","6931258","7109980","7211863","7694814","8658026","9494246","9964656","10215381","10459865","10698683","10928721","11148278","11285869","11337052",
"Japan","JPN","Population, total","SP.POP.TOTL","93216000","94055000","94933000","95900000","96903000","97952000","98851000","99879000","101011000","102219000","103403000","105697000","107188000","108707000","110162000","111573000","112775000","113872000","114913000","115890000","116807000","117661000","118480000","119307000","120083000","120837000","121482000","122069000","122578000","123069000","123478000","123964000","124425000","124829000","125178000","125472000","125757000","126057000","126400000","126631000","126843000","127149000","127445000","127718000","127761000","127773000","127854000","128001000","128063000","128047000","128070000","127833000","127629000","127445000","127276000","127141000","127076000","126972000","126811000","126633000","126261000","125681593","125124989","124516650",
"Kazakhstan","KAZ","Population, total","SP.POP.TOTL","9319283","9639302","9959414","10277790","10590934","10897644","11197568","11491228","11777849","12042478","12265305","12444338","12611997","12789985","12972497","13158942","13346173","13543521","13750291","13957795","14172710","14397391","14634179","14885966","15147590","15413315","15721289","16072478","16430590","16249500","16348000","16451711","16439095","16380672","16145766","15816243","15578227","15334405","15071640","14928374","14883626","14858335","14858948","14909019","15012984","15147029","15308085","15484192","15776938","16092822","16321872","16557202","16792090","17035551","17288285","17542806","17794055","18037776","18276452","18513673","18755666","19191356","19634983","19900177",
"Kenya","KEN","Population, total","SP.POP.TOTL","7751435","8047470","8363578","8697200","9047387","9417207","9802605","10201068","10613877","11039551","11473087","11898457","12322903","12760405","13203949","13651908","14102268","14577346","15087423","15620613","16187124","16785962","17411491","18069461","18753176","19452161","20160879","20882094","21626122","22387803","23162269","23918235","24655723","25391830","26133744","26878347","27615736","28364264","29137373","29965129","30851606","31800343","32779823","33767122","34791836","35843010","36925253","38036793","39186895","40364444","41517895","42635144","43725806","44792368","45831863","46851488","47894670","48948137","49953304","50951450","51985780","53005614","54027487","55100586",
"Kyrgyz Republic","KGZ","Population, total","SP.POP.TOTL","2172300","2255900","2333400","2413700","2495300","2573300","2655300","2736500","2818300","2894800","2959900","3022300","3088200","3153800","3223900","3292400","3358700","3423900","3487100","3552000","3617400","3685800","3759300","3838300","3916400","3990300","4066500","4144600","4218400","4307500","4391200","4463600","4515400","4516700","4515100","4560400","4628400","4696400","4769000","4840400","4898400","4945100","4990700","5043300","5104700","5162600","5218400","5268400","5318700","5383300","5447900","5514600","5607200","5719600","5835500","5956900","6079500","6198200","6322800","6456200","6579900","6773400","6974900","7100800",
"Cambodia","KHM","Population, total","SP.POP.TOTL","5541676","5664654","5788854","5913680","6040847","6170727","6299230","6426445","6553109","6679708","6708525","6696324","6766289","6852360","6913408","6727922","6307122","6040197","5961193","6051808","6198959","6364472","6619699","6881962","7133899","7376090","7661317","7975597","8269780","8570928","8910808","9259362","9718215","10243550","10636353","10919528","11182612","11431569","11669077","11899006","12118841","12338192","12561779","12787710","13016371","13246583","13477779","13714791","13943888","14155740","14363532","14573885","14786640","14999683","15210817","15417523","15624584","15830689","16025238","16207746","16396860","16589023","16767842","16944826",
"Kiribati","KIR","Population, total","SP.POP.TOTL","47093","48275","49508","50780","52092","53444","54428","54990","55511","56324","57437","58535","59606","60598","60953","60675","60310","59894","59465","59775","60813","61875","62977","64121","65338","66708","68266","69946","71680","73436","75124","76612","77901","79093","80264","81481","82832","84308","85805","87289","88826","90531","92400","94302","96224","98164","100083","101998","103966","105996","107995","109871","111618","113311","114985","116707","118513","120362","122261","124241","126463","128874","131232","133515",
"St. Kitts and Nevis","KNA","Population, total","SP.POP.TOTL","56660","56247","55404","54391","53255","52016","50683","49269","47772","46135","44968","44583","44416","44242","44056","43888","43740","43603","43465","43278","43097","42953","42794","42600","42380","42144","41889","41617","41321","40992","40636","40542","40900","41447","42001","42550","43097","43656","44230","44825","45461","45986","46264","46431","46580","46725","46874","47015","47156","47286","47403","47581","47727","47767","47789","47790","47788","47785","47761","47712","47642","47606","47657","47755",
"Korea, Rep.","KOR","Population, total","SP.POP.TOTL","25012374","25765673","26513030","27261747","27984155","28704674","29435571","30130983","30838302","31544266","32240827","32882704","33505406","34103149","34692266","35280725","35848523","36411795","36969185","37534236","38123775","38723248","39326352","39910403","40405956","40805744","41213674","41621690","42031247","42449038","42869283","43295704","43747962","44194628","44641540","45092991","45524681","45953580","46286503","46616677","47008111","47370164","47644736","47892330","48082519","48184561","48438292","48683638","49054708","49307835","49554112","49936638","50199853","50428893","50746659","51014947","51217803","51361911","51585058","51764822","51836239","51769539","51672569","51712619",
"Kuwait","KWT","Population, total","SP.POP.TOTL","305415","339697","378190","420494","465748","513840","565463","621242","681117","743044","802786","858734","913785","970527","1030426","1095998","1168791","1247225","1329074","1412266","1493870","1573026","1652921","1736028","1813986","1888975","1968093","2048477","2129153","2210013","1674938","1339500","1620633","1653645","1641106","1655222","1703318","1761468","1819544","1877427","1934901","1991674","2047364","2101506","2153481","2235403","2363409","2506769","2650930","2795550","2943356","3143825","3394663","3646518","3761584","3908743","4048085","4124904","4317185","4441100","4360444","4250114","4268873","4310108",
"Latin America & Caribbean (excluding high income)","LAC","Population, total","SP.POP.TOTL","194711112","200250715","205949399","211793513","217767514","223847681","229988384","236176636","242412816","248701446","255049279","261469430","267987160","274614064","281334755","288125444","294984501","302010242","309220692","316512545","323797061","330950954","338095672","345367369","352669319","359944435","367182475","374403954","381662610","388933687","396328556","403768603","411115420","418431327","425740147","433010808","440183193","447290040","454334962","461289769","468125382","474817217","481353718","487688819","493917791","500076606","506094784","511989821","517759389","523473668","528978305","535014773","541048298","546954103","552781789","558562792","564377885","570381211","576620516","582701622","588011178","592503434","596596955","600825676",
"Lao PDR","LAO","Population, total","SP.POP.TOTL","2122532","2171141","2221615","2273219","2325513","2379456","2434861","2491927","2551070","2612111","2675283","2740732","2808290","2877561","2946882","3012720","3072017","3125742","3177945","3233700","3297519","3370993","3453691","3543861","3639956","3741604","3848390","3959697","4074961","4193532","4314443","4437225","4561106","4685296","4807950","4927432","5043914","5150538","5246922","5340056","5430853","5519707","5606101","5689065","5768167","5852970","5946593","6041348","6135861","6229930","6323418","6416327","6508803","6600742","6691454","6787419","6891363","6997917","7105006","7212053","7319399","7425057","7529475","7633779",
